Agreeableness,Conscientiousness,Extraversion,Resiliency,Honesty,Originality,Charity,Economists,Engineers,Maths,Social,STEM,Male,MSB,Private,Raven,RavenTime,TimesMPL1,TimesMPL2,TimesMPL3,TimesMPL4,TimesMPL5,TimesMPL6,TimesMPL7,TimesMPL8,TimesMPL9,TimesMPL10,TimesMPL11,SP,WIN,Group,Age,German,GermanLang
57.5,67.5,52.5,85,85,50,0,0,0,0,1,0,1,0,1,8,214.985,16.4839999999999,8.53200000000003,3.40599999999994,4.38999999999998,5.01600000000002,3.43799999999998,2.53099999999994,2.35899999999998,1.82800000000003,2.57800000000003,2.781,3,1,13,43,1,1
70,67.5,72.5,75,70,65,1,1,0,0,0,0,1,0,-1,5,185.907,66.4059999999999,5.96899999999993,1.81199999999989,1.59299999999996,1.53099999999994,1.34299999999996,1.18700000000001,1.32799999999997,1.125,1.51600000000007,2.20300000000008,0,1,2,21,1,1
52.5,45,55,50,65,60,1,0,0,0,0,0,1,0,-1,6,277.563,23.6089999999999,20.281,25.5929999999999,3.18700000000001,1.70300000000008,2.79599999999993,4.21900000000005,2.56299999999998,1.70299999999997,3.15600000000006,7.5,0,1,2,20,1,1
42.5,37.5,65,30,70,20,1,0,1,0,0,1,0,0,1,3,42.3119999999999,3.70300000000008,2.43799999999998,1.75,2.81299999999998,11.4379999999999,2.64100000000007,1.53099999999994,1.53100000000006,1.60899999999992,1.29600000000004,2.125,5,1,2,23,0,0
60,85,85,65,65,85,1,0,0,1,0,1,1,0,-1,7,154.735,11.0629999999999,5.90599999999994,3.46800000000007,4.23400000000003,10.6719999999999,8.29700000000002,4,3.04700000000002,3.84399999999993,2.65600000000006,3.90599999999994,5,0,2,23,0,0
37.5,52.5,55,37.5,50,52.5,1,0,0,1,0,1,1,0,-1,6,150.672,32.672,12.0309999999999,4.10900000000003,8.15700000000003,4.15600000000006,4.48400000000003,4.67200000000002,3.88999999999998,2,1.81299999999998,2.51599999999996,4,1,2,21,0,0
55,72.5,72.5,42.5,92.5,82.5,1,1,0,0,0,0,1,0,1,5,156.418999999999,10.8429999999999,27.6869999999999,7.03099999999994,42.172,14.047,2.75,1.375,1.90700000000003,1.70299999999997,2.20300000000008,2.67200000000002,5,1,2,22,1,1
40,75,75,50,70,60,1,0,1,0,0,1,0,0,-1,6,212.671,5.54600000000004,4.10899999999992,28.7969999999999,2.125,3.625,2.39100000000007,2.46900000000005,2.34299999999996,7,3.07800000000008,3.54700000000002,2,1,2,26,0,0
62.5,60,57.5,77.5,57.5,65,1,0,1,0,0,1,1,0,-1,8,297.297,14.5779999999999,3.78200000000003,2.06299999999998,2.31299999999998,6.45299999999997,1.95299999999997,1.65700000000003,1.98400000000003,2.34299999999996,1.875,1.125,3,1,2,20,1,1
72.5,75,60,65,67.5,70,1,0,1,0,0,1,1,0,-1,6,250.016,6.04700000000002,41.937,2.71799999999996,1.76499999999998,1.79699999999991,1.79700000000002,1.45299999999997,1.45299999999997,2.79700000000002,2.11000000000001,1.81200000000001,2,1,2,24,1,1
47.5,65,62.5,77.5,55,50,1,0,1,0,0,1,1,0,-1,2,303.517,17.3279999999999,5.73500000000001,3.09299999999996,3.17200000000002,4.04699999999991,4.90599999999994,3.96799999999996,8.875,4.09400000000005,3.57799999999997,3.18799999999998,4,1,2,69,1,1
40,52.5,47.5,27.5,75,57.5,1,1,0,0,0,0,1,0,-1,7,289.265,7.67200000000002,8.31200000000001,2.65600000000006,1.09399999999993,1.48400000000003,1.96799999999996,1.51499999999998,1.09399999999993,1.26600000000007,3.09400000000005,2.06200000000001,1,1,2,20,0,0
52.5,82.5,47.5,62.5,72.5,65,1,1,0,0,0,0,1,0,1,7,292.656,12.391,9.32799999999997,3.79700000000002,5.67199999999991,5.26600000000007,6.73399999999992,2.89100000000007,2.56200000000001,1.70299999999997,11.0629999999999,9.625,4,1,2,23,1,1
70,37.5,75,50,70,55,1,0,0,1,0,1,1,0,-1,5,279.062,6.32799999999997,5.25,4.10900000000003,2.18700000000001,5.67199999999991,2.98400000000003,3.54700000000002,5.36000000000001,2.04700000000002,2.1099999999999,2.25,8,0,2,23,1,1
42.5,75,57.5,42.5,47.5,47.5,1,1,0,0,0,0,0,0,1,6,211.327,15.797,7.40600000000006,4.34400000000005,6.23400000000003,12.5789999999999,4.57799999999997,3.07800000000008,6.125,4.42200000000002,2.375,3.23400000000003,5,1,2,19,1,1
72.5,77.5,75,60,62.5,82.5,1,1,0,0,0,0,1,1,-1,5,235.813,30.203,30.7029999999999,2.56200000000001,3.38999999999998,5.95299999999997,1.28100000000006,1.21899999999993,1.71899999999993,2.61000000000001,2.375,3.32799999999997,3,1,4,25,1,1
60,57.5,85,57.5,62.5,60,1,0,1,0,0,1,0,0,-1,6,274.47,7.125,3.1400000000001,2.59299999999996,7.10900000000003,16.1559999999999,2.06200000000001,1.48400000000003,1.70399999999995,1.95300000000008,1.51499999999998,2.54700000000002,5,1,4,26,1,1
35,42.5,90,47.5,60,70,1,0,0,0,1,0,1,0,1,4,239.923,41.6559999999999,4.82799999999997,9.21799999999996,7.53099999999994,6.03099999999994,13.375,4.43799999999998,2.98500000000001,3.31299999999998,3.36000000000001,2.31299999999998,4,0,4,27,1,1
50,42.5,57.5,50,47.5,65,1,1,0,0,0,0,1,0,-1,7,277.357,4.28099999999994,5.625,9.15700000000003,8.01599999999996,20.984,4.875,4.21900000000005,1.98400000000003,4.56200000000001,2.79599999999993,6.90600000000006,5,0,4,27,1,1
70,87.5,70,77.5,75,65,1,0,0,0,1,0,1,0,1,6,265.186999999999,18.547,3.68700000000001,2.43700000000001,3.17100000000004,2.98400000000003,15.1399999999999,3.68700000000001,1.89099999999996,1.56199999999989,1.92200000000002,1.5,11,1,4,26,1,1
67.5,62.5,75,57.5,62.5,77.5,1,1,0,0,0,0,1,0,-1,5,149.904,9.875,6.15600000000006,3.34299999999996,6.48400000000003,15.812,5.25,3.79700000000002,3.18700000000001,3.18799999999998,3.78199999999992,8.20399999999995,5,0,4,20,1,1
62.5,75,65,40,62.5,85,1,0,0,1,0,1,0,0,-1,7,259.375,8.07900000000006,14.6880000000001,2.20300000000008,2.21799999999996,3.70299999999997,2.15599999999994,2.81299999999998,2.25,1.5,2.17200000000002,3.54700000000002,1,1,4,25,0,0
50,67.5,85,37.5,85,77.5,1,0,1,0,0,1,1,0,1,5,171.796,4.23500000000001,2.65599999999994,1.90600000000006,3.61000000000001,8.51599999999996,2.20299999999997,1.81200000000001,1.56200000000001,2.63999999999998,1.82800000000008,1.40700000000003,5,0,4,29,0,0
47.5,60,77.5,60,70,62.5,1,0,0,1,0,1,0,0,-1,7,141.296,14.062,12.0150000000001,7.10899999999992,3.67100000000004,2.35900000000003,3.07799999999997,3.21900000000005,1.71899999999993,3.68700000000001,7.31200000000001,3.54600000000004,1,1,4,24,1,1
60,52.5,65,57.5,42.5,75,1,0,0,1,0,1,1,0,-1,8,268.5,3.29700000000002,6.88999999999998,2.29699999999991,1.86000000000001,1.67200000000002,1.57799999999997,1.29700000000002,1.54699999999991,1.85899999999992,2.84300000000007,1.625,1,1,4,27,1,1
75,62.5,67.5,67.5,80,60,1,0,0,1,0,1,1,0,-1,6,227.466999999999,9.93799999999998,3.28099999999994,1.32800000000008,4.21799999999996,1.68700000000001,0.96900000000005,1.59400000000005,0.875,1.32799999999997,1.57799999999997,1.42200000000002,1,1,4,25,1,1
77.5,50,82.5,75,45,85,1,1,0,0,0,0,1,0,1,7,255.656,8.875,4.57900000000006,2.98399999999992,4.06199999999989,4.09399999999993,6.26599999999996,3.68699999999989,4.06199999999989,2.46899999999993,2.64099999999996,2.11000000000001,5,1,4,23,1,1
65,55,62.5,67.5,67.5,65,1,0,0,1,0,1,1,0,1,5,137.204,3.76599999999996,2.98500000000001,2.125,2.46799999999996,4.53100000000006,4.53099999999994,3.29700000000002,2.04700000000002,3.45299999999997,2.17200000000002,1.90599999999994,5,1,4,28,1,1
50,75,70,62.5,50,67.5,1,0,0,0,1,0,0,0,1,5,149.562,14.4689999999999,10.484,7.17200000000002,5.84400000000005,2.42200000000002,2.59400000000005,9.85899999999992,4.43699999999989,3.92200000000002,3.43799999999998,4.5,6,1,4,25,1,1
30,20,22.5,25,22.5,32.5,1,1,0,0,0,0,1,0,-1,2,93.5479999999995,7.46799999999996,4.18700000000001,5.67200000000002,4.68700000000001,1.625,1.93799999999998,2.25,3.375,1.78099999999994,1.82799999999997,4.60900000000003,3,0,6,33,1,1
57.5,67.5,65,65,65,60,1,1,0,0,0,0,0,0,-1,5,162.765,11.7969999999999,4.93699999999989,8.42199999999991,13.375,4.03100000000006,14.8909999999999,2.17199999999991,1.57799999999997,1.68699999999989,1.5,2.45300000000008,4,1,6,21,0,0
35,67.5,80,57.5,57.5,75,1,0,1,0,0,1,1,0,-1,4,235.577999999999,18.8279999999999,4.10900000000003,1.875,1.70299999999997,1.71900000000005,1.34400000000005,1.56200000000001,1.625,1.23399999999992,1.48400000000003,1.13999999999998,0,1,6,58,1,1
37.5,70,70,80,45,62.5,1,0,0,0,1,0,0,0,-1,7,220.064,5.11000000000001,2.61000000000001,3.125,7.88999999999998,5.20299999999997,1.57900000000006,1.64100000000007,1.48399999999992,1.54700000000002,2,1.79700000000002,4,1,6,22,0,0
65,65,82.5,55,50,87.5,1,0,0,0,1,0,1,1,1,5,333.641,27.484,20.937,5.76599999999996,2.89099999999996,4.09299999999996,2.81299999999998,1.625,1.40600000000006,1.6880000000001,1.04700000000002,1.14100000000007,4,0,6,27,0,0
57.5,75,77.5,60,55,72.5,1,0,0,1,0,1,1,0,-1,5,263.657,14.2809999999999,11.1399999999999,1.34399999999993,1.45299999999997,1.07799999999997,1.34399999999993,0.96900000000005,3.53200000000003,1.5,1.78100000000006,1.61000000000001,0,1,6,22,0,0
40,72.5,55,57.5,70,52.5,1,1,0,0,0,0,1,0,-1,5,255.922,9.079,5.45299999999997,1.85899999999998,1.70300000000003,2.20299999999997,1.34399999999999,1.125,1.26600000000002,1.11000000000001,1.25,1.11000000000001,2,1,6,39,0,0
40,67.5,75,42.5,62.5,80,1,1,0,0,0,0,1,0,1,8,213.344,4.96800000000001,4.81299999999998,4.06200000000001,5.04700000000002,1.31200000000001,0.968000000000017,1.156,1.20299999999997,1.781,1.90600000000006,1.18700000000001,2,1,6,28,0,0
62.5,70,75,52.5,50,67.5,1,0,0,1,0,1,1,0,1,5,323.502,11.672,4.95299999999997,7.76499999999998,6.82799999999997,3.5,12.422,2.18799999999998,1.67200000000002,1.75,1.92200000000002,2.45299999999997,10,1,6,25,0,0
52.5,55,47.5,55,72.5,65,1,0,0,1,0,1,0,0,1,5,208.767,4.26599999999996,6.09400000000005,16.7649999999999,3.06200000000001,1.625,1.43700000000001,2.03099999999994,1.57800000000008,2.35899999999992,2.39100000000007,3.38999999999998,3,1,6,25,0,1
45,52.5,57.5,25,75,57.5,1,0,1,0,0,1,0,0,-1,4,94.0319999999999,4.90700000000003,2.15599999999994,2.14100000000002,2.51599999999996,2,3,1.86000000000001,2.25,1.875,2.73399999999992,2.17200000000002,6,1,6,31,1,1
60,57.5,67.5,57.5,57.5,62.5,1,1,0,0,0,0,0,1,-1,5,214.861,10.4679999999999,11.812,10.4529999999999,2.625,1.84400000000005,1.71799999999996,1.45299999999997,2.35899999999992,2.28200000000003,2.86000000000001,2.4380000000001,1,0,6,21,0,0
60,55,60,72.5,70,57.5,1,0,0,0,1,0,1,0,-1,6,238.375,12.859,8.14100000000002,5.93700000000001,2.81200000000001,1.85900000000003,2.06200000000001,1.38999999999998,1.60900000000003,1.68799999999998,2.06299999999998,1.81299999999998,3,0,6,25,1,1
50,52.5,55,52.5,70,45,1,0,0,0,1,0,1,0,-1,7,173.704,5.75,4.18799999999998,22.594,6.31200000000001,2.71799999999996,2.67200000000002,1.46899999999993,2,1.48399999999992,2.57800000000008,2.15599999999994,3,1,6,24,1,1
90,52.5,82.5,72.5,75,72.5,1,0,0,1,0,1,1,0,1,7,107.251,21.5,3.70400000000006,2.875,4.67200000000002,7.46799999999996,5.54700000000002,5.82799999999997,2.31299999999998,2.36000000000001,2.18700000000001,2.64099999999996,4,1,8,27,0,0
50,85,62.5,55,72.5,52.5,1,0,0,0,1,0,0,0,-1,6,195.266,5.46900000000005,2.64100000000007,11.7189999999999,1.67100000000004,1.67200000000002,1.75,1.53100000000006,1.45300000000008,1.42200000000002,2.95300000000008,2.10900000000003,2,1,8,25,1,1
47.5,52.5,67.5,55,32.5,65,1,0,1,0,0,1,0,0,-1,7,222.077,8.78100000000006,2.65699999999992,4.43799999999998,2.84400000000005,30.875,4.21899999999993,4.14100000000007,2.07800000000008,1.59399999999993,1.64100000000007,2.96900000000005,4,1,8,29,1,1
47.5,50,72.5,40,52.5,60,1,1,0,0,0,0,1,0,-1,6,237.826999999999,3.875,2.75,2.17199999999991,1.56299999999998,11.6879999999999,1.7349999999999,1.29700000000002,1.39100000000007,1.20299999999997,1.39099999999996,1.07799999999997,4,1,8,20,0,0
67.5,50,80,37.5,60,70,1,1,0,0,0,0,1,0,-1,4,263.407,6.64099999999996,2.26599999999996,1.90600000000006,2.26599999999996,7.32899999999995,2.42200000000002,1.43799999999998,2.14099999999996,1.75,1.125,1.79600000000004,4,1,8,20,1,1
67.5,75,70,52.5,60,80,1,1,0,0,0,0,1,0,1,5,255.61,14.11,6.21900000000005,2.73400000000003,2.90700000000003,8.26599999999996,2.54700000000002,3.42200000000002,3.04700000000002,2.3130000000001,2.42200000000002,2.46900000000005,5,1,8,29,1,1
57.5,57.5,45,47.5,80,55,1,1,0,0,0,0,1,0,-1,4,247.235,12.8279999999999,10.2649999999999,4.59300000000007,14.6879999999999,6.64100000000007,61.875,4.76599999999996,4.76599999999996,19.11,11.1559999999999,5.90600000000006,5,0,8,37,0,0
40,60,50,42.5,67.5,57.5,1,1,0,0,0,0,0,0,-1,6,304.625,13.547,8.46799999999996,5.5,7.20299999999997,3.88999999999998,3.625,1.78099999999994,1.95300000000008,3.82799999999997,2.125,2.03200000000003,4,0,8,20,1,1
57.5,25,80,62.5,30,65,1,0,1,0,0,1,1,0,-1,5,227.451999999999,3.375,15.719,1.875,1.93799999999998,1.51599999999996,2.29700000000002,1.79600000000004,1.68700000000001,1.39100000000007,1.78099999999994,3.5,2,1,8,23,0,0
67.5,72.5,80,37.5,65,70,1,0,0,0,1,0,0,0,-1,7,250.018,10.9219999999999,2.03200000000003,2.46899999999993,3.5,7.125,2.17199999999991,2.65700000000003,1.89099999999996,2,2.32799999999997,1.98500000000001,4,0,8,26,1,1
65,45,37.5,55,85,50,1,0,0,1,0,1,1,0,-1,6,265.969,13.3129999999999,6.28099999999994,13.8909999999999,3.10899999999992,9.25,5.01599999999996,2.75,3.20299999999997,2.11000000000001,2.39099999999996,3.11000000000001,5,1,8,23,1,1
80,47.5,62.5,77.5,47.5,67.5,1,1,0,0,0,0,0,0,-1,4,252.125,6.125,3.81200000000001,23.2029999999999,2.31299999999998,2.67200000000002,1.90600000000006,1.5,2.43699999999989,2.04599999999993,4.10899999999992,1.60900000000003,3,1,8,23,1,1
77.5,75,47.5,22.5,85,45,1,0,0,0,1,0,0,0,-1,4,207.529999999999,14.5309999999999,3.625,4.17099999999993,5.79699999999991,3.78200000000003,5.625,2.125,2.32799999999997,3.5,1.95300000000008,2.75,0,0,8,19,1,1
35,77.5,87.5,57.5,60,75,1,0,1,0,0,1,1,0,-1,4,173.343,5.14099999999996,3.15599999999994,2.70300000000008,3.14099999999996,2.13999999999998,1.78100000000006,1.39099999999996,1.375,1.67200000000002,1.53100000000006,2.20399999999995,1,1,8,29,0,1
35,45,77.5,55,30,85,1,1,0,0,0,0,1,0,-1,6,158.14,13.75,8.375,2.45299999999997,14.187,3.23400000000003,1.85900000000003,1.96799999999996,1.73400000000003,2.26499999999998,1.59400000000005,1.45299999999997,0,1,10,25,1,1
55,67.5,72.5,55,55,62.5,1,0,1,0,0,1,1,0,-1,6,138.234,11.234,3.81299999999998,1.67199999999991,4.35900000000003,3.95299999999997,9.64100000000007,3.4849999999999,4.54700000000002,3.38999999999998,2.46900000000005,5.40599999999994,1,1,10,24,0,0
57.5,67.5,52.5,65,80,57.5,1,1,0,0,0,0,1,0,-1,6,209.125,11.2969999999999,2.93799999999998,3.56299999999998,3.28099999999994,16.016,3,1.46899999999993,1.73500000000001,10.4689999999999,3.68799999999998,1.95400000000006,5,1,10,19,1,1
52.5,62.5,65,75,67.5,47.5,1,0,1,0,0,1,1,0,1,3,146.814,20.235,8.01599999999996,5.90599999999994,4.84300000000007,3.09399999999993,5.25,5.29600000000004,6.09400000000005,1.79600000000004,3.06200000000001,5.26599999999996,6,1,10,36,1,1
70,47.5,65,70,62.5,55,1,0,0,1,0,1,1,0,-1,6,147.828,21.454,10.469,32.9379999999999,13.735,3.56200000000001,1.88999999999998,1.39100000000007,1.23400000000003,1.59400000000005,2.31299999999998,4.03099999999994,4,1,10,27,1,1
62.5,65,72.5,50,60,62.5,1,0,0,1,0,1,1,0,1,5,257.125,4.78100000000006,2.28199999999992,2.21900000000005,2.07899999999995,4.76599999999996,5.34299999999996,1.67199999999991,2.67200000000002,1.51600000000007,2.23500000000001,2.54700000000002,5,1,10,28,1,1
70,75,55,65,77.5,62.5,1,0,0,1,0,1,1,0,-1,6,172.545,7.25,19.312,1.625,1.70299999999997,1.78099999999994,1.68700000000001,1.875,2.21900000000005,2.60900000000003,2.125,1.76599999999996,1,1,10,24,1,1
70,72.5,60,77.5,55,47.5,1,1,0,0,0,0,1,0,-1,6,218.249,13.906,18.437,19.5,9.03099999999994,2.81299999999998,1.71899999999993,2.31299999999998,1.625,1.13999999999998,1.17099999999993,3.32800000000008,2,1,10,23,1,1
55,40,80,37.5,57.5,70,1,0,1,0,0,1,1,0,-1,6,262.39,17.875,11.781,11.9379999999999,3.125,1.98500000000001,1.70299999999997,1.57799999999997,1.51499999999998,1.79700000000002,1.81200000000001,2.13999999999998,2,1,10,28,0,0
52.5,75,72.5,55,35,62.5,1,0,1,0,0,1,0,0,-1,8,271.891,7.51599999999996,6.10900000000003,4.28199999999992,4.98400000000003,2.06299999999998,2.20399999999995,1.96899999999993,2.70300000000008,4.03099999999994,3.68700000000001,3.88999999999998,3,1,10,24,0,0
70,67.5,37.5,50,42.5,55,1,0,0,1,0,1,0,0,-1,7,223.718,6.68699999999995,6.15600000000006,4.11000000000001,4.1880000000001,5.65600000000006,4.25,2.53099999999994,1.98400000000003,3.40700000000003,9.09399999999993,6.21900000000005,2,1,10,26,1,1
57.5,57.5,47.5,65,45,52.5,1,0,0,1,0,1,1,0,-1,5,194.282,14.485,6.93700000000001,3.10900000000003,2.35899999999992,1.64099999999996,1.51599999999996,1.42200000000002,1.98400000000003,1.17199999999991,1.81299999999998,2.15599999999994,0,1,10,28,1,0
47.5,55,42.5,52.5,45,50,1,0,1,0,0,1,1,0,-1,8,327.935999999999,7.57799999999997,8.68799999999998,1.5,1.76499999999998,1.63999999999998,1.21900000000005,1.25,1.79699999999991,1.70400000000006,1.92199999999991,1.625,1,1,10,26,1,1
52.5,70,70,57.5,70,62.5,1,0,1,0,0,1,1,0,-1,9,183.188,14.75,1.90699999999998,2.531,1.39100000000002,1.031,1.54700000000002,2.43799999999998,1.48400000000003,1.15599999999994,1.29699999999991,1.75,2,1,10,22,0,0
67.5,65,70,32.5,90,45,1,1,0,0,0,0,0,0,1,7,191.672,7.28099999999994,4.98399999999998,4.63999999999998,5.18699999999995,4.56299999999998,10.5149999999999,3,3.90700000000003,2.26599999999996,2.42200000000002,2.03100000000006,6,1,11,24,1,1
57.5,85,55,70,90,50,1,1,0,0,0,0,0,0,1,4,272.326999999999,16.079,3.32799999999997,3.57799999999997,2.48500000000001,4.90599999999994,2.45300000000008,2.51599999999996,1.84400000000005,1.92200000000002,3.375,2.20299999999997,5,1,11,24,0,0
60,47.5,87.5,52.5,45,75,1,0,1,0,0,1,0,0,-1,6,245.673,5.92200000000002,15.3899999999999,3.60899999999998,5.48400000000003,4.375,4.73399999999998,4.54700000000002,1.98500000000001,4.26600000000002,3.875,4.09399999999999,1,1,11,24,1,1
37.5,55,75,47.5,65,80,1,1,0,0,0,0,1,0,-1,6,264.845,32,21.36,3.46899999999999,2.125,2.07800000000008,1.625,1.43799999999998,2.1099999999999,2.09400000000005,1.56200000000001,1.59299999999996,1,1,11,24,0,1
67.5,45,57.5,65,65,42.5,1,0,1,0,0,1,1,0,-1,5,252.107999999999,9.92200000000002,6.25,2.14100000000002,2.45299999999997,2.39100000000002,3.84400000000005,8.48399999999998,2.329,1.84399999999999,1.54700000000002,1.875,1,1,11,32,1,1
52.5,70,70,62.5,52.5,57.5,1,1,0,1,0,1,1,0,-1,4,130.203,5.25,7.281,2.28199999999998,1.906,2.406,3.23400000000003,1.76499999999998,2.031,1.64100000000002,1.75,3.20299999999997,1,1,11,23,1,1
55,57.5,50,47.5,62.5,45,1,1,0,0,0,0,1,0,1,5,239.843,6.06299999999998,3,1.67099999999999,2.48400000000003,11.781,2.57800000000003,2.04599999999999,1.875,1.89099999999996,1.32800000000003,2,5,1,11,27,1,1
15,42.5,30,25,65,52.5,1,0,0,1,0,1,0,0,-1,5,213.532,10.562,13.437,11.656,2.57799999999997,6.06299999999998,3.90699999999998,2.56199999999995,2.23500000000001,2.81300000000004,7.01600000000007,3.26600000000007,2,1,11,27,0,1
45,75,65,67.5,52.5,67.5,1,0,0,1,0,1,1,0,1,7,190.673,11.141,5.96899999999999,22.8599999999999,15.719,12.375,6.875,3.40699999999992,3.71900000000005,3.92200000000002,20.3279999999999,4.25,4,1,11,24,1,1
40,62.5,62.5,70,70,57.5,1,0,0,1,0,1,0,0,-1,5,138.452,5.64100000000002,2.39099999999996,2.42099999999999,1.625,2.06299999999998,1.829,1.92199999999996,2.34399999999999,1.60899999999998,1.71899999999999,1.73500000000001,0,1,11,37,1,1
20,75,62.5,20,85,50,1,0,1,0,0,1,0,0,-1,7,235.406,5.31299999999998,2.31299999999998,2.42199999999996,3.93700000000001,3.17099999999999,2.67199999999996,2.20299999999997,1.70300000000003,1.43799999999998,1.60999999999995,2.01499999999998,5,1,11,22,0,0
65,37.5,22.5,20,77.5,50,1,1,0,0,0,0,0,0,1,6,325.685999999999,10.2189999999999,4.531,8.04700000000002,3.68800000000004,3.51600000000002,28.422,5.76499999999998,3.5,4.03200000000003,3.48400000000003,4.125,6,0,11,35,1,0
62.5,72.5,67.5,52.5,60,67.5,1,0,1,0,0,1,0,1,1,5,157.846,11.4209999999999,3.61000000000007,11.0309999999999,6.17200000000002,8.93799999999998,5.5,1.98500000000001,1.51599999999996,1.84399999999993,1.67199999999991,1.81199999999989,3,1,11,23,1,1
62.5,62.5,75,22.5,47.5,32.5,1,0,0,0,1,0,0,0,-1,5,147.407,5.67200000000002,7.45299999999997,3.375,2.46900000000005,1.46800000000001,1.63999999999998,1.531,1.40699999999998,1.61000000000001,1.65699999999998,1.406,2,1,11,21,1,1
55,62.5,37.5,52.5,67.5,62.5,1,1,0,0,0,0,1,0,-1,6,212.469,19.656,8.10899999999992,8.125,3.51499999999998,3,2.92200000000002,2.10899999999992,2,2.40600000000006,2.125,1.67200000000002,0,1,14,24,1,1
70,80,85,77.5,62.5,85,1,1,0,0,0,0,0,0,-1,4,192.063,4.57799999999997,2.04700000000002,2.17100000000004,2.67199999999991,2.79699999999991,1.48400000000003,2.04600000000004,2.85900000000003,1.73399999999992,1.81199999999989,1.70299999999997,0,1,14,26,1,1
50,72.5,67.5,72.5,72.5,60,1,1,0,0,0,0,0,0,1,6,208.452999999999,4.09400000000005,4.31200000000001,2.63999999999998,4.70299999999997,15.5,3.78100000000006,1.23400000000003,3.375,1.875,2.28200000000003,3.375,5,1,14,23,0,0
47.5,62.5,70,45,75,72.5,1,0,0,0,1,0,0,0,1,3,266.516,17.375,6.84399999999993,7.90700000000003,5.57799999999997,7.375,8.07799999999997,4.04700000000002,2.60899999999992,2.51499999999998,1.76499999999998,4.26499999999998,5,0,14,24,0,0
70,85,77.5,92.5,65,67.5,1,0,0,1,0,1,0,0,-1,5,185.592999999999,9.75,2.71799999999996,13,5.03200000000003,2.84399999999993,6.71900000000005,2.32799999999997,2.32799999999997,1.5,1.68700000000001,4.01499999999998,3,1,14,36,1,1
67.5,45,55,65,60,70,1,1,0,0,0,0,1,0,-1,5,268.143,5.81299999999998,72.9529999999999,9.92200000000002,2.875,1.875,2.45299999999997,1.96899999999993,1.82900000000006,2.03099999999994,1.56200000000001,1.625,3,1,14,30,1,1
62.5,65,62.5,72.5,60,50,1,1,0,0,0,0,1,0,-1,5,260.251,11.11,1.81200000000001,2.29700000000002,1.5,1.32799999999997,1.45400000000006,1.39099999999996,1.29700000000002,1.36000000000001,1.84399999999993,1.48500000000001,1,1,14,27,1,1
37.5,75,72.5,50,37.5,70,1,0,0,1,0,1,0,0,-1,7,239.123999999999,7.17200000000002,2.43799999999998,2.45299999999997,6.28099999999994,13.937,2.70299999999997,2.20299999999997,1.76599999999996,2.125,3.01599999999996,2.26600000000007,5,1,14,23,1,1
60,70,67.5,62.5,60,77.5,1,1,0,0,0,0,0,0,-1,6,250.236,14.3129999999999,6.625,4.34400000000005,2.53099999999994,4.15700000000003,1.93799999999998,1.92199999999991,1.95400000000006,2.15599999999994,1.92200000000002,5.875,1,1,14,26,1,1
70,62.5,52.5,70,92.5,57.5,1,0,0,0,1,0,1,0,-1,6,254.576999999999,3.20299999999997,2.09399999999993,4,1.95300000000008,1.93700000000001,8.43700000000001,1.65599999999994,1.53100000000006,1.54699999999991,2.20299999999997,2.38999999999998,5,1,14,24,1,1
37.5,65,67.5,60,57.5,55,1,0,1,0,0,1,1,0,-1,5,306.799,9.96899999999993,4.36000000000001,15.1409999999999,4.93799999999998,5.25,2.45299999999997,2.82799999999997,2.53100000000006,2.34299999999996,2.25,5.86000000000001,2,1,14,27,1,1
47.5,75,50,55,65,75,1,1,0,0,0,0,1,0,1,6,191.063,7.06200000000001,3.40599999999994,2.70299999999997,2.67200000000002,9.68799999999998,2.98500000000001,2.0630000000001,1.95400000000006,1.63999999999998,1.79700000000002,5.73500000000001,5,0,14,33,1,1
32.5,50,60,37.5,20,37.5,1,0,0,0,1,0,1,0,-1,5,171.732999999999,8.25,1.70300000000008,1.85900000000003,4.67199999999991,7.4849999999999,4.25,1.40699999999992,1.89099999999996,1.34400000000005,1.34299999999996,1.4849999999999,5,0,14,23,1,1
57.5,60,77.5,45,57.5,72.5,1,0,0,1,0,1,1,0,-1,5,191.64,24.203,5.90599999999994,5.21900000000005,2.875,9.81200000000001,3.17200000000002,2.09399999999993,1.40700000000003,1.42200000000002,2.56299999999998,1.68699999999989,5,0,14,33,1,1
